,User,Tweet,Location,Retweet Count,Date
2925,siraj2284,@Ra_shmi_Tweets I don’t really understand the logic at all. There were so new schemes anyway in the… https://t.co/Y6v5QNP8FX,"Croydon, London",0,2020-06-05 09:20:52
2926,naveen_gangwar,"RT @BPCLimited: It has been our endeavour to give you a superior service through technology.
Fuel Kart is our latest offering to ensure tha…",,41,2020-06-05 09:20:42
2927,Vijaydahiya14,Deleted all Chinese applications from my and will not buy Chinese products and support Indian products. This is my… https://t.co/8JobFzKkMA,"नवी मुंबई, भारत",0,2020-06-05 09:15:03
2928,dfptvm,"RT @PIBTvpm: Sindhu, a MNREGA worker from Alappuzha district, thanking the union government for the timely assistance during the lock-down…","Trivandrum, India",1,2020-06-05 09:09:08
2929,rana_ashutosh,Thank you very much for your kind words Mr Rathi. Our team is working with full dedication to support and assist MS… https://t.co/m660fdk23I,"Chandigarh, India",4,2020-06-05 09:04:45
2930,iammanojpandey,"Central govt ministries NOT to initiate new schemes and sub-schemes in current fin year, excerpt those under Pradha… https://t.co/ZvQX9RzmWj","New Delhi, India",0,2020-06-05 08:59:33
2931,VeerUpPen,"RT @Mynation_MP: Difference:

Women(Healthy &amp; fit): He &amp; his family did domestic violence, abused me.

Police: Arrest all, no bail.

Men(70…",Concrete Jungle,86,2020-06-05 08:59:08
2932,Tusharbhardwa13,"Aatmanirbhar getting too serious 😑
#AtmanirbharBharatAbhiyan #AtmaNirbharBharat #COVIDー19 #NurtureTheNature https://t.co/29p16J1djU",,0,2020-06-05 08:38:42
2933,Rajynb,RT @Fake498aVictim: @menrights8 Women are becoming #AtmanirbharBharatAbhiyan and putting price tag on their dignity by naming it as #Alimon…,,3,2020-06-05 08:32:27
2934,WeForNews,"Self-reliant India is nothing but a cheat, another jumla : Kapil Sibal
@KapilSibal
#KapilSibal #Congress… https://t.co/tihl512hGI","New Delhi, Delhi",0,2020-06-05 08:31:19
2935,nityam16,RT @purneshmodi: #MSME loans sanctioned by PSBs jump 223%; this much amount disbursed under Rs 3 lakh crore credit scheme. #AtmaNirbharBhar…,"Surat, India",3,2020-06-05 08:28:52
2936,iamanandd,"RT @Aslam_khader: Yesterday BJP bought 2 Congress MLAs in Gujarat for Rajya Sabha election.

Today 3 BJP MLAs tested COVID positive so they…","Mumbai, India",5,2020-06-05 08:22:24
2937,ssbc2020,@amritkanyaaaa @SalmanNizami_ Exactly... N basically isn't it a common sence which these #modi haters must realise… https://t.co/uHhLAczCoe,Kuwait ,0,2020-06-05 08:20:03
2938,HimatbhaiNarola,RT @RajeshMBrahmbh1: Thanks Gujrat Government #AtmanirbharBharatAbhiyan @vijayrupani @vvaghelabjp @Maulik_dave_17 @BJP4Gujarat @SunitaNandw…,Varachha.Surat.Gujarat,3,2020-06-05 08:11:31
2939,prahlad117,@TheOfficialSBI is atmanirbhar means now customer have to do everything and u r free.i  applied for my atm card on… https://t.co/PBocwRxCxN,"Cochin, India",0,2020-06-05 08:10:31
2940,suranbs,"#SanjeevSanyal our Principal Economic Advisor , #GOI at the #AIMA LeaderSpeak session says ....… https://t.co/J9KEkSrbBL","city hopper, now in hometwon",0,2020-06-05 08:09:04
2941,MaheshwarKhare,RT @PpPiping: Another Marvel Being Added to our Portfolio by Executing one of the most complex Industrial Piping project #VocalForLocal #At…,,41,2020-06-05 07:54:01
2942,headsupcorp,"#SamacHR: Atma Nirbhar MSME’s: Profitability and Sustainability through Government Measures

With emphasis on Atma… https://t.co/ZrSSMPCzSX","New Delhi, India",1,2020-06-05 07:50:02
2943,bsarkar88,"Thanks @SamsungIndia for providing one chineese alternative in smartphone segment, Great work. It is manufactured i… https://t.co/sluDhzJeAF",India,0,2020-06-05 07:33:40
2944,PIBTvpm,"Sindhu, a MNREGA worker from Alappuzha district, thanking the union government for the timely assistance during the… https://t.co/JrgqV8xLxR","Trivandrum, India",1,2020-06-05 07:31:59
2945,RXIL_TReDS,"RT @minmsme: To know more about the financial interventions For MSMEs under Atma-Nirbhar Bharat Abhiyan, Visit the single window system htt…","Mumbai, India",42,2020-06-05 07:23:00
2946,TheDesiEdge,"RT @Aslam_khader: Yesterday BJP bought 2 Congress MLAs in Gujarat for Rajya Sabha election.

Today 3 BJP MLAs tested COVID positive so they…",India,5,2020-06-05 07:10:31
2947,Aslam_khader,"Yesterday BJP bought 2 Congress MLAs in Gujarat for Rajya Sabha election.

Today 3 BJP MLAs tested COVID positive s… https://t.co/6uAj0F5lA3","Bengaluru South, India",5,2020-06-05 07:09:06
2948,Anand_ac314,while #MadeInIndia and #AtmanirbharBharatAbhiyan have definitely captured the headlines and  mind share amongst the… https://t.co/MTOcJR3lbm,"Bengaluru, India",0,2020-06-05 06:53:50
2949,msmedichennai1,"RT @minmsme: To know more about the financial interventions For MSMEs under Atma-Nirbhar Bharat Abhiyan, Visit the single window system htt…","Chennai, India",42,2020-06-05 06:52:14
2950,7utGtqcIAL7rVPx,RT @PpPiping: Another Marvel Being Added to our Portfolio by Executing one of the most complex Industrial Piping project #VocalForLocal #At…,,41,2020-06-05 06:43:57
2951,atlas_pvt,"RT @minmsme: Cabinet approves Rs 20,000 crore distressed assets fund for MSMEs, For details, 
visit https://t.co/wqwiXAfdbd
#msmechampions…",,44,2020-06-05 06:42:58
2952,sights2020,"RT @MensDayOutIndia: Couple had mutually divorced in 2007 and working woman returned for maintenance in 2016

#GenderBiasedLaws #Atmanirbha…","New Delhi, India",6,2020-06-05 06:41:40
2953,RajeshMBrahmbh1,Thanks Gujrat Government #AtmanirbharBharatAbhiyan @vijayrupani @vvaghelabjp @Maulik_dave_17 @BJP4Gujarat… https://t.co/7ULPpRK5ho,"Gandhinagar, India",3,2020-06-05 06:41:13
2954,newsinind,"Cash-strapped Finance Ministry holds back approved schemes till FY-2021

https://t.co/as0VInHYq1

#FinanceMinister… https://t.co/L9I9AU0Nrb",India,0,2020-06-05 06:36:58
2955,Mr_Mo285,@absolutesatya @dhruv_rathee maybe a small episode on how long forgotten and suffering Indian companies should be p… https://t.co/58EsVI1oSY,"New York, USA",0,2020-06-05 06:34:08
2956,UndercoverPrezi,RT @UndercoverPrezi: @PMOIndia @nsitharaman @FinMinIndia  #AtmanirbharBharatAbhiyan #easeofdoingbusiness Requesting intervention. My younge…,India,1,2020-06-05 06:26:37
2957,AkhilJa20337374,"RT @minmsme: With no difference between manufacturing and services enterprises, MSME definition further revised, now medium firms are those…",Ghaziabad,71,2020-06-05 06:17:33
2958,AparnaSoni4Fly,@nsitharaman @PMOIndia I have already considered that this format of #ATMANIRBHARBHARATABHIYAN will come and go ben… https://t.co/YAvhhR07af,"नई दिल्ली, भारत",0,2020-06-05 06:11:35
2959,ErAKChaturvedi2,RT @Secretary_MoHUA: Delighted to participate in launch of TULIP (The Urban Learning Internship Program) Portal today. This is first of its…,"New Delhi, India",32,2020-06-05 06:09:12
2960,pennewstweet,"Farm package: Traders, exporters have better reasons to rejoice
#EconomicPackage #stimuluspackage #Indianeconomy… https://t.co/qP7AGB583d",,0,2020-06-05 06:08:32
2961,FancyRough_01,"RT @MensDayOutIndia: Couple had mutually divorced in 2007 and working woman returned for maintenance in 2016

#GenderBiasedLaws #Atmanirbha…",,6,2020-06-05 06:07:56
2962,kaushal_t,@Flipkart &amp; @amazon - Considering the #AtmanirbharBharatAbhiyan announced by @PMOIndia appreciate if you can provid… https://t.co/rE2vkonXMv,India,0,2020-06-05 06:01:34
2963,msmechampions,"RT @minmsme: MSME definition widened further to include firms with up to Rs 250 Crore turnover. For more information, visit https://t.co/wq…","नई दिल्ली, भारत",42,2020-06-05 05:57:21
2964,msmechampions,"RT @minmsme: Govt reassures MSMEs growth with definition revised further. For more details visit www. https://t.co/YKzUnhEVkg
#msmechampion…","नई दिल्ली, भारत",47,2020-06-05 05:56:45
2965,msmechampions,"RT @minmsme: To know more about the financial interventions For MSMEs under Atma-Nirbhar Bharat Abhiyan, Visit the single window system htt…","नई दिल्ली, भारत",42,2020-06-05 05:55:32
2966,gandhilalit74,"RT @gandhilalit74: @nsitharaman @nsitharamanoffc ma'am, any plan how you will generate employment opportunities in India?? 
Please plan ASA…","Mumbai, India",1,2020-06-05 05:53:18
2967,gandhilalit74,"@nsitharaman @nsitharamanoffc ma'am, any plan how you will generate employment opportunities in India?? 
Please pla… https://t.co/CBgDHT2Xno","Mumbai, India",1,2020-06-05 05:53:02
2968,Spices_Board,"RT @minmsme: Cabinet approves Rs 20,000 crore distressed assets fund for MSMEs, For details, 
visit https://t.co/wqwiXAfdbd
#msmechampions…",India,44,2020-06-05 05:46:58
2969,GauravMadan19,"RT @BPCLimited: It has been our endeavour to give you a superior service through technology.
Fuel Kart is our latest offering to ensure tha…",Kanpur,41,2020-06-05 05:46:21
2970,Ananthkbraj,RT @Secretary_MoHUA: Delighted to participate in launch of TULIP (The Urban Learning Internship Program) Portal today. This is first of its…,"Chikmagalur, India",32,2020-06-05 05:43:03
2971,AdretConsulting,"RT @minmsme: MSME definition widened further to include firms with up to Rs 250 Crore turnover. For more information, visit https://t.co/wq…",,42,2020-06-05 05:42:08
2972,AkhilJa20337374,"RT @minmsme: To know more about the financial interventions For MSMEs under Atma-Nirbhar Bharat Abhiyan, Visit the single window system htt…",Ghaziabad,42,2020-06-05 05:39:02
2973,KarthikMra,"RT @MensDayOutIndia: Couple had mutually divorced in 2007 and working woman returned for maintenance in 2016

#GenderBiasedLaws #Atmanirbha…",,6,2020-06-05 05:35:21
2974,Bountyyy111,"RT @PpulVoice: @CMO_Odisha
@CollectorBgr
@MoPNG_eSeva
@MahalingMukesh
Many time ago people applied for #Ujjwala, Failed to got Connection
S…",India,1,2020-06-05 05:28:35
2975,PpulVoice,"@CMO_Odisha
@CollectorBgr
@MoPNG_eSeva
@MahalingMukesh
Many time ago people applied for #Ujjwala, Failed to got Con… https://t.co/NePgXHrf8E",,1,2020-06-05 05:24:19
2976,svs__007,"RT @anubhutivishnoi: 116 districts in 6 states with high proportion of returned migrant workers- are focus of #AtmanirbharBharatAbhiyan.

M…",Nagpur ,7,2020-06-05 05:19:02
2977,DonaldNdoro,"RT @weareindian24: THE HIGHEST VALUED STARTUPS IN THE WORLD.

#AtmanirbharBharatAbhiyan #AtmaNirbharBharat #Paytm #startup #startups #India…","London, England",2,2020-06-05 05:12:19
2978,DevilSurana,Govt. Asking middle-class people to pay d workers &amp; help them where in the billionaire r firing people to make thei… https://t.co/vAtyiwg7el,,0,2020-06-05 05:09:10
2979,Monika890053,"RT @IAmManeshK: #RahulGandhi still finding the right script to give a public appearance

Le**

#AtmaNirbharBharatAbhiyan https://t.co/GvP41…","West Bengal, India",32,2020-06-05 05:09:02
2980,Monika890053,"RT @IAmManeshK: A Great Idea !!!

If anyone is willing to make next AAP

Just add the below statement in your political manifesto

"" Salary…","West Bengal, India",33,2020-06-05 05:08:59
2981,StartupNewsIND,"RT @weareindian24: THE HIGHEST VALUED STARTUPS IN THE WORLD.

#AtmanirbharBharatAbhiyan #AtmaNirbharBharat #Paytm #startup #startups #India…",India,2,2020-06-05 05:08:44
2982,Amandeep__S,"RT @MensDayOutIndia: Couple had mutually divorced in 2007 and working woman returned for maintenance in 2016

#GenderBiasedLaws #Atmanirbha…","ਪੰਜਾਬ, ਭਾਰਤ",6,2020-06-05 04:52:01
2983,Vivekchandan,"RT @anubhutivishnoi: 116 districts in 6 states with high proportion of returned migrant workers- are focus of #AtmanirbharBharatAbhiyan.

M…",New Delhi / Nalanda,7,2020-06-05 04:48:49
2984,weareindian24,"THE HIGHEST VALUED STARTUPS IN THE WORLD.

#AtmanirbharBharatAbhiyan #AtmaNirbharBharat #Paytm #startup #startups… https://t.co/talC5NmYxB","Gujarat, India",2,2020-06-05 04:44:07
2985,APS_1992,@h_i_m_a_n_i_ @PTI_News Supreme leader has already given order #AtmanirbharBharatAbhiyan,🇮🇳,0,2020-06-05 04:42:34
2986,RealHarishSingh,"RT @anubhutivishnoi: 116 districts in 6 states with high proportion of returned migrant workers- are focus of #AtmanirbharBharatAbhiyan.

M…",U.S Nagar Uttarakhand India ,7,2020-06-05 04:39:28
2987,vasudha_ET,"RT @anubhutivishnoi: 116 districts in 6 states with high proportion of returned migrant workers- are focus of #AtmanirbharBharatAbhiyan.

M…",New Delhi,7,2020-06-05 04:38:27
2988,Sarish95579186,"#Facebook investing in #RelianceJio 
#Google investing in #VodafoneIdea 
Now
#Amazon eyeing to invest in #Airtel… https://t.co/lRT6oVvht5",,0,2020-06-05 04:38:05
2989,saxenaamit_mca,BOI -  Your acc no. xxxxxxxxxxx for Total Freeze has put on HOLD. Reason FREEZE FOR MONITORING OPERATIONS BY DC.… https://t.co/jcm9YabXJz,,0,2020-06-05 04:33:11
2990,kingofking1115,I am kiran pandey. From Mumbai. Appeal to our government of India. To ban each and every Chinese application as wel… https://t.co/Trrb1e031C,"Mumbai, India",0,2020-06-05 04:31:29
2991,raghavohri0,"RT @anubhutivishnoi: 116 districts in 6 states with high proportion of returned migrant workers- are focus of #AtmanirbharBharatAbhiyan.

M…",New Delhi,7,2020-06-05 04:31:06
2992,bollyrahul,"Finally, we are proving video editing and other solutions on #Fiverr 
GO CHECK IT OUT: https://t.co/r4fUMrVP8H… https://t.co/QxYw7WHsNz","Orissa, India",0,2020-06-05 04:30:19
2993,anubhutivishnoi,116 districts in 6 states with high proportion of returned migrant workers- are focus of #AtmanirbharBharatAbhiyan.… https://t.co/8lB4nq70ZZ,,7,2020-06-05 04:29:50
2994,BudhelJigo,"Honble. @vijayrupanibjp have you even know the condition of middle class family, for yesterday's your package on… https://t.co/hfc5OOrd2j",,0,2020-06-05 04:26:54
2995,sumbly1959,RT @RomeshNadir: @RajBoni @bgopu1973 @shreikanth @harshasherni @RajiIndustani @Mahesh10816 @KumarSarangapa1 @kalpavirksha @JumbuTweeple @Sh…,181221 ,6,2020-06-05 04:21:58
2996,abhimanepatil,"RT @MCCIA_Pune: Financial interventions for MSMEs under Atma-Nirbhar Bharat Abhiyan:
To know more, visit the single window system https://t…",Pune,1,2020-06-05 04:13:02
2997,NayandeepBhatt1,RT @PratimaBhoumik: Attend a meeting on #AtmanirbharBharatAbhiyan along with DM and all SDMs of Sipahijala District at Sipahijala DM office…,India,19,2020-06-05 04:11:34
2998,SuranaChamp,"RT @minmsme: To know more about the financial interventions For MSMEs under Atma-Nirbhar Bharat Abhiyan, Visit the single window system htt…",,42,2020-06-05 04:10:47
2999,MCCIA_Pune,"Financial interventions for MSMEs under Atma-Nirbhar Bharat Abhiyan:
To know more, visit the single window system… https://t.co/UreXRK32kE","Pune, India",1,2020-06-05 04:04:20
3000,chandariatours,"RT @minmsme: To know more about the financial interventions For MSMEs under Atma-Nirbhar Bharat Abhiyan, Visit the single window system htt…",COCHIN,42,2020-06-05 04:02:49
3001,MensDayOutIndia,"Couple had mutually divorced in 2007 and working woman returned for maintenance in 2016

#GenderBiasedLaws #AtmanirbharBharatAbhiyan",India,6,2020-06-05 03:54:15
3002,CodeGnuts,RT @ihitesh: Wondeful! How #Startup are are coming forward to engage students during lockdown is just great. #NewSkills #KeepLearning #IT #…,,6,2020-06-05 03:52:04
3003,Dilipkshete,RT @bpclro_Dhalbhum: The first door to door fuel delivery facility in Jharkhand was inaugurated  at M/s Shree Maharaj Auto Centre  By TM Re…,Kolhapur ,10,2020-06-05 03:51:27
3004,naveenniverthy,Time to unlock business. Time to get the economy back to order. Time to thrive again but with caution and safety me… https://t.co/kE8uGtDtCw,,0,2020-06-05 03:44:42
3005,manojdivatia,Aatmanirbhar had to walk down 1000 to 2900 km to their mome !!?? Those responsible for BHARAT NIRMAAN 🎉🥃💐💐👇🌺👍 diffe… https://t.co/n8uesIpC8Z,,0,2020-06-05 03:41:03
3006,arpitharamani,Doesn't #contactlessdelivery sound so #AI and #Robotics..  But in reality... The poor guy comes all the way just dr… https://t.co/aeQtUcdMbH,,0,2020-06-05 03:39:34
3007,NSICLTD,"RT @minmsme: To know more about the financial interventions For MSMEs under Atma-Nirbhar Bharat Abhiyan, Visit the single window system htt…","New Delhi, India",42,2020-06-05 03:20:48
3008,bgopu1973,RT @RomeshNadir: @RajBoni @bgopu1973 @shreikanth @harshasherni @RajiIndustani @Mahesh10816 @KumarSarangapa1 @kalpavirksha @JumbuTweeple @Sh…,"Mumbai, India",6,2020-06-05 03:18:11
3009,VanditaJain95,RT @ChemistsMart: https://t.co/Kgyspr6l1t Now delivery pan India with 10% cash back on products other than #Janaushadhi. #medicine #Atmanir…,"Mumbai, India",4,2020-06-05 03:15:54
3010,RajBoni,RT @RomeshNadir: @RajBoni @bgopu1973 @shreikanth @harshasherni @RajiIndustani @Mahesh10816 @KumarSarangapa1 @kalpavirksha @JumbuTweeple @Sh…,India,6,2020-06-05 03:14:28
3011,JKHB_HFA,RT @Secretary_MoHUA: Delighted to participate in launch of TULIP (The Urban Learning Internship Program) Portal today. This is first of its…,JAMMU ,32,2020-06-05 02:56:54
3012,sachiinv7,"RT @tv9gujarati: #Gujarat govt announced Rs. 1000 crore package to revive housing sector.

#TV9News #AtmanirbharGujarat #AtmaNirbharBharatA…",,4,2020-06-05 02:50:39
3013,Gkchennai2,"RT @minmsme: To know more about the financial interventions For MSMEs under Atma-Nirbhar Bharat Abhiyan, Visit the single window system htt…",,42,2020-06-05 02:47:39
